84-1011 	 tagállami@hatáskör
1452304-5631 	 kecskék@ragadós@tüdőlobja
1452306-5631 	 Nairobi-betegség
1452307-5631 	 lovak@ragályos@méhgyulladása
1452308-5631 	 ló-rhinopneumonitis
1452311-5631 	 trichinellosis
1452313-3606, 5631 	 kacsapestis
1452314-3606, 56, 5631 	 gumboroi-betegség
1452327-3606, 5631 	 dermatophilosis
1452528-6411 	 homályosság
1452655-3606, 6411 	 ciklikus@terhelés
1452757-2031, 3226, 44 	 munkaköri@leírás
1452785-2031, 44, 6806 	 európai@szakszervezet
1452807-0436, 1216, 4426 	 összeférhetetlenség
1452817-44 	 egyenlő@munkáért@egyenlő@díjazás
1452876-0436, 3611, 44 	 nyereségrészesedés
1452889-1236 	 esélyegyenlőség
1456701-2841 	 angiotenzinogén
1459981-2841 	 spinális@muszkuláris@atrófia
1460682-6811 	 purinbázis
1460683-6811 	 pirimidinbázis
1460987-2841 	 biomikroszkóp
1460988-3606 	 biomolekula
1461351-3606, 5211 	 hüvelyi@dugó
1463168-2841, 3606 	 β-laktamáz
1463326-2841, 3606 	 kollagenáz
1463504-3606 	 diakinézis
1463813-2841 	 idiotípus
1463819-2841 	 orvosi@képalkotó@eljárás
1463918-2841 	 ligandum
1464218-2841 	 krónikus@obstruktív@tüdőbetegség
1464656-24 	 klíringtag
1464658-2421 	 letéti@felhívás
1464668-2421 	 kezdeti@letét
1464678-2421 	 pozíciós@limit
1464698-24 	 tőzsdén@kívüli@határidős@piac
1464703-2421 	 likvid@piac
1464725-24 	 határidős@árfolyam
1464732-2426 	 valós@értéken@történő@értékelés
1464737-2426 	 nagytételes@ügylet
1464740-2016, 2421 	 folyamatos@kereskedés
1464743-2421 	 kereskedési@egység
1464749-24 	 forgalomban@lévő@részvények
1464757-2421 	 teljesítménydíj
1464758-2416 	 pénzügyi@holdingtársaság
1464773-4006, 4021 	 vezérigazgató
1464775-2426 	 visszaváltás
1464776-2421, 4006 	 tőkeáttételes@kivásárlás
1464779-2421, 4016 	 pénzpiaci@alap
1464791-2031, 2421 	 vételi@terpesz
1464794-2421 	 értékpapírügylet@alapját@képező@papír
1464820-2031, 2421 	 gamma
1464828-2031, 2421 	 amerikai@opció
1464831-2416 	 kamatlábopció
1464834-2031, 2421 	 európai@opció
1464842-2421 	 részvényindex-opció
1464855-24 	 lefelé@mutató@kockázat
1464864-24 	 széles@terpesz
1464872-2421 	 időérték
1464874-2031, 2421 	 vega
1464892-2421 	 kamatplafon
1464898-24 	 elhatárolt@kamat
1464902-24 	 átlagos@hátralévő@futamidő
1464907-2421 	 kamatpadló
1464918-2416 	 londoni@bankközi@referenciakamat
1464924-24 	 önkormányzati@kötvény
1464927-24 	 referenciakötvény
1464938-24 	 keresztdevizás@kamatswap-ügylet
1464951-2421 	 határidős@kamatláb
1464966-2421 	 állampapírok
1465043-24, 4021, 4026 	 kamatfizetés@és@adózás@előtti@eredmény
1465044-2426, 4026 	 mérleg
1465055-24, 4026 	 leírás
1465062-2036, 4026 	 üzleti@vagy@cégérték
1465085-24, 3221 	 bizonylat
1465223-1631 	 megelőző@indikátor
1465224-1631 	 egyidejű@konjunktúraindikátor
1465226-1631 	 utólagos@mutató
1465229-16, 24, 2846 	 lakásszektor
1465451-4816, 6826 	 akkumulátortelep
1465619-3236 	 átterhelés
1465905-3236 	 pont-pont@összeköttetés
1465967-3236 	 folyadékkristályos@kijelző
1465990-3236, 6826 	 pozitív@típusú@félvezető
1466225-3236, 6416, 6826 	 géppel@olvasható
1466389-3236 	 számítógépes@billentyűzet
1467393-0821 	 elhárítás
1467505-0821, 6811 	 robbanózsinór
1467648-0821 	 látómező
1467685-0821 	 egyesített@lőszer
1467812-0821 	 üreges@töltet
1467981-0821, 3606, 6826 	 lézerimpulzus@időtartama
1468104-04, 0821 	 nukleáris@fegyverrel@rendelkező@állam
1468255-0816, 0821, 6621 	 nukleáris@fegyver
1468671-0821 	 osztott@lőszer
1468685-0821, 6811 	 formázott@töltet
1468713-0821 	 helyzetjelentés
1468866-0821 	 technikai@hírszerzés
1469176-0431 	 terrorizmus
1471276-6826 	 kúszóáram-szilárdsági@index
1471859-5206 	 száraz@portalanítás
1472211-3606, 5631, 6811 	 vizsgálati@módszer
1473221-2841 	 primér@prevenció
1473254-4416 	 munkakör-gazdagítás
1473872-2841 	 járóbeteg@szakellátásban@végzett@ambuláns@és@egynapos@sebészeti@beavatkozás
1474025-3606 	 szekvenciakiesés
1474027-2841 	 szensz@szál
1474060-3606 	 szupresszor@mutáció
1474105-2841, 3606 	 monoklonális@ellenanyag
1474138-3606, 6411 	 beépült@DNS-szakasz
1474145-2841 	 ligálás
1474160-3606 	 genomi@újrarendeződés
1474170-3606 	 resztrikciós@hely
1474187-2841 	 becsomagolás
1474224-3226 	 média
1474369-2026, 2031, 24 	 árukínálás
1474373-3226 	 médiaterv
1474459-6826 	 vékonyréteg-növesztés
1474619-4826 	 keringőegység
1474658-2021 	 költségmentesen@a@hajó@oldalához
1474690-24 	 teljes@előtörlesztés
1474700-4416, 4421 	 nem@bérjellegű@munkaerőköltségek
1474706-2421 	 veszteséges
1474736-2006 	 réspiac
1474737-24, 4026 	 swap-opció
1474767-20 	 beszerzés
1474775-2436 	 határidő
1474799-2421 	 értékpapírosít
1474813-24 	 árjegyző
1474957-3236 	 szerver
1474970-3236 	 érintőképernyő
1474975-3236 	 tudásbázis
1474987-3236 	 hordozható@számítógép
1475026-5641 	 haltenyésztés
1475092-6621 	 konténment
1475104-5216, 6621 	 újrafeldolgozás
1475112-6621 	 tervezési@üzemzavar
1475119-6621 	 nukleáris@üzemanyagciklus
1475130-66, 6621 	 forralóvizes@reaktor
1475364-3606, 4826 	 apoapszis
1475409-3226 	 földfelszíni@állomás
1475421-3606 	 felsőlégkör-kutatás
1475427-4826 	 hintamanőver
1475430-3606, 4826 	 szökési@sebesség
1475434-4826 	 indítóasztal
1475435-3606, 4826 	 földtávolpont
1475452-0821, 4826 	 visszaszámlálás
1475456-4826 	 indítási@ablak
1475459-4826, 6811 	 kétbázisú@hajtóanyag
1475461-4826, 6826 	 repülőelektronika
1475463-3606, 4826 	 űrjármű
1475464-0821, 4826 	 indítóállás
1475467-3606, 4826, 6416 	 mély@űr
1475468-3606, 4826 	 kutatórakéta
1475474-4826, 6811 	 öngyulladó@hajtóanyag
1475479-3226, 3606 	 csomóvonal
1475481-4826 	 keringési@pályastabilizálás
1475487-4826, 6821 	 rakétamotor
1475489-3606, 4826 	 űrobjektum
1475490-3606, 4826 	 pálya
1475491-3226, 3606, 4826 	 napszinkron@pálya
1475492-3606 	 körpálya
1475493-4826 	 parkolópálya
1475494-3606, 4826 	 átmeneti@pálya
1475495-3606, 4826 	 direkt@pálya
1475496-3606, 4826 	 egyenlítői@pálya
1475497-3606 	 excentrikus@pálya
1475499-3226, 3606 	 poláris@pálya
1475501-3606, 4826 	 retrográd@pálya
1475502-3606, 4826 	 pericentrum
1475503-3606, 4826 	 perigeum
1475507-4816, 6821 	 tolóerő
1475508-0821, 4826, 6811 	 hajtóanyag
1475512-0821, 4826, 6821 	 gyorsítórakéta
1475516-4826 	 űrrandevú
1475519-3226, 4826 	 geoszinkron@műhold
1475545-3226 	 űrállomás
1475573-3226 	 interferencia
1475579-3226, 3236 	 telematika
1475584-3226 	 távközlés
1475585-3226 	 vezeték@nélküli@kommunikáció
1475586-3226, 4826 	 frekvenciacsatorna
1475618-3226, 4826 	 iránykeresés
1475627-3226, 48 	 földi@állomás
1475727-3236 	 raszteres@adatok
1475892-4816, 6821 	 állítható@szelepvezérlés
1475940-6831 	 vályogtégla
1476130-52, 5206 	 mentesítés
1476154-5216, 6621 	 ártalmatlanítás
1476287-6621 	 nyitott@sugárforrás
1476295-6621 	 inaktív@próba
1477092-6621 	 végleges@elhelyezésre@szolgáló@létesítmény
1477127-4821 	 hajózási@ügynök
1478747-2841, 6811 	 zsír
1478804-6811 	 refraktometria
1478807-5206, 6811 	 fordított@ozmózis
1478811-6811 	 oldhatóság
1478828-3606 	 vakuólum
1478836-6811 	 lúg
1478837-6811 	 tenzid
1478877-3606, 6811 	 arginin
1478879-3606, 6811 	 aszparaginsav
1478880-3606, 6811 	 cisztin
1478881-3606, 6036, 6811 	 glutaminsav
1478885-3606, 6811 	 izoleucin
1478886-3606, 6811 	 leucin
1478887-3606, 6811 	 lizin
1478888-3606, 6811 	 fenil-alanin
1478889-3606, 6811 	 prolin
1478890-3606, 6811 	 szerin
1478891-3606, 6811 	 treonin
1478893-3606, 6811 	 valin
1478928-3606 	 dehidrogenáz
1478933-3606 	 glutamát-dehidrogenáz
1479014-3606 	 kólibaktérium
1479195-6031 	 cefrézés
1479216-6031 	 sörfőzővíz
1479264-56, 6411 	 melegen@töltés
1479321-6811 	 glikozid
1479345-6811 	 ribóz
1479358-6811 	 dezoxiribóz
1479361-2841, 6811 	 glükózamin
1479375-6021 	 trehalóz
1479524-3606 	 zavarosság
1479533-6811 	 hidrogénszulfid
1479574-6811 	 ioncserés@kromatográfia
1479581-6811 	 gáz@-@folyadék@-@kromatográfia
1479595-6811 	 lángionizáció
1479631-6036 	 nátrium-szeszkvikarbonát
1479696-3606, 6811 	 nukleozid
1479777-5631, 6811 	 dimetil-szulfid
1479787-56, 6021 	 komlózott@sörlé
1479800-6811 	 biocid@hatóanyag
1479830-6811 	 peroxid
1479833-6811 	 szerves@peroxid
1479896-6811 	 aromás@szénhidrogén
1480265-3606, 5211 	 mezei@veréb
1480533-0436, 16, 48, 4816 	 kikötés
1480673-4821, 5641 	 orrsugárkormány
1480924-4821 	 teherhajó
1482048-3606, 5211 	 epipelágikus@zóna
1482673-3606, 4826 	 geodéziai@távolság
1482794-4821, 5641 	 szembehullámzás
1482838-48, 4816, 6811 	 könnyűhab
1482979-1216, 52 	 gyújtogatás
1482980-04, 0811, 1016 	 társult@ország
1482992-1006 	 szervezeti@egység
1483164-1631, 24, 56 	 terület
1483191-3226, 3236 	 nagytávolságú@hálózat
1483206-3226, 3236 	 „@nyílt@rendszerek@összekapcsolása@”@modell
1483223-3226, 3236 	 végfelhasználó
1483264-3236 	 visszaigazolás
1483287-3226, 3236 	 gazdagép
1483322-3236, 6411 	 állományátvitel@,@-hozzáférés@és@-kezelés
1483349-3226 	 üzenettovábbító@ügynök
1483431-3226, 3236 	 hálózati@szolgáltató
1483462-3236 	 paraméterazonosító
1483500-3226, 3236 	 terjesztési@lista
1483639-3611 	 vezetéknév
1483671-3236 	 szervercsomópont
1483747-3226, 3236 	 teljesítménymenedzsment
1483754-3236 	 útválasztó
1483877-3226, 3236 	 ügynökség
1484366-3236 	 adat-egyed
1484635-3236 	 vírus
1484678-3226, 3236 	 hitelesítés
1484716-2416, 3226, 3236 	 nyilvános@kulcs
1484718-3226, 3236 	 nyilvános@kulcsú@kriptográfia
1484729-3226, 3236 	 fokozott@biztonságú@elektronikus@aláírás
1484735-24 	 letétkezelő
1484736-6411 	 tanúsító@hatóság
1484745-1631, 3236 	 hasítófüggvény
1484779-00 	 vírusirtó@program
1484933-3236 	 kisugárzási@biztonság
1484939-3236 	 fennmaradó@kockázat
1485043-52, 6811 	 klór@-@difluor@-@metán
1485044-6811 	 vinilklorid@monomer
1485063-5211 	 atmoszféra@összetétele
1485076-2841 	 szaruréteg
1485078-2841 	 szemcsés@réteg
1485104-5216 	 ózonkárosító@anyag
1485111-6811 	 metilén-diklorid
1485116-6811 	 difluor-metán
1485145-2841 	 epitélium-bélés
1485148-2841 	 eritéma
1485219-5216, 6811 	 zöld@freon
1485220-5216, 6811 	 perfluor-szénhidrogén
1485223-6811, 6821 	 nem@metán@szénhidrogén
1485224-52, 6811 	 telítetlen@freon
1485237-3606 	 interferometria
1485242-2841 	 keratinsejt
1485260-2841 	 melanoblaszt
1485310-6811 	 perfluor-ciklobután
1485314-6036, 6811 	 dinitrogén-oxid
1485367-3606 	 légkörfizika
1485408-52, 6811 	 természetes@elnyelő
1485482-6811 	 zsírtalanító@szer
1485562-52, 6811 	 trifluor-metán
1485704-6836 	 papíripari@rostanyag
1485706-6836 	 viszkózcellulóz
1485724-6836 	 szulfitcellulóz
1485727-6836 	 mechanikai@úton@előállított@facsiszolat
1485738-6836 	 szulfátcellulóz
1485739-6836 	 nátroncellulóz
1485748-6806 	 pelyhesített@cellulóz
1485755-6836 	 magnézium@-@szulfit@-@cellulóz
1485774-6836 	 szitavíz
1485832-6836 	 nedvesszilárd@papír
1485852-6411, 6836 	 szuperkalanderezett@papír
1485901-6811 	 papírszûrõ
1485912-6411 	 biztonsági@papír
1485913-6411 	 nem@hamisítható@papír
1485934-2841 	 cigarettapapír
1486283-6811 	 sztrippelés
1486294-5216, 6836 	 sűrítés
1486309-6836 	 feketelúg
1486694-6411, 6806 	 szórtkékfény-visszaverődési@tényező
1486767-1231, 1236 	 népek@jogegyenlősége@és@önrendelkezési@joga
1487093-10 	 közösségi@intézmények
1487428-24, 4026 	 ázsió
1487577-2031 	 szállítókkal@szembeni@kötelezettségek
1487639-1626 	 aktív@időbeli@elhatárolás
1487641-4006, 4026 	 kétes@követelésekre@elszámolt@értékvesztés
1487885-2826, 2841 	 társadalmi@alkalmazkodás
1488142-2841 	 siketvak
1488250-2841 	 veleszületett@rendellenesség
1488292-2841 	 siket
1488295-28 	 posztlingvális@siket
1488394-2841 	 beszédképtelen
1488556-28 	 nagyothalló
1488735-2841 	 agyhártyagyulladás
1488807-2841 	 újszülöttkori@szűrés
1488856-5631, 5641 	 otolit
1488883-2806 	 családfa
1489022-2841 	 tünet
1489091-2841 	 neuropatológia
1489136-2841 	 előagy
1489275-2841 	 magzati@halál
1489277-2841 	 magzat
1489475-2841 	 anyatej-helyettesítő@tápszer
1489476-2841, 56, 60, 6026 	 anyatej-kiegészítő@tápszer
1489534-2841 	 Niemann@–@Pick-betegség
1489674-2841 	 gyermekkori@autizmus
1489725-2841 	 újszülöttkori@mortalitás
1490047-6811 	 polivinilklorid
1490222-6411, 6811 	 sejtes@műanyag
1490234-6806, 6811 	 papír@laminátum
1490768-6811 	 befecskendezés
1490885-6811 	 emulziós@polimer
1491086-6811 	 öblít
1491183-6811 	 kémiai@átalakítás
1491206-52 	 emisszióforrás
1491225-36 	 iteráció
1491230-3606, 5216 	 vonalforrás
1491292-5216 	 országhatárokon@átterjedő@légszennyezés
1491339-2841 	 dózis-reakció@viszony
1492022-4826 	 kitérő@repülőtér
1492023-4826 	 levegőnél@nehezebb@légi@jármű
1492024-4826 	 légi@jármű
1492027-4826 	 leszállási@terület
1492031-4826 	 tengerszint@feletti@magasság
1492032-4826 	 átváltási@magasság
1492033-4806, 4826 	 légiforgalmi@irányítói@engedély
1492035-4826 	 léggömb
1492040-4826 	 körzeti@irányító@központ
1492042-4826 	 légi@forgalom
1492043-4826 	 repülőtéri@forgalom
1492045-4806, 4826 	 látás@utáni@időjárási@körülmények
1492046-4826 	 repülőtéri@irányító@szolgálat
1492048-4826 	 körzeti@irányító@szolgálat
1492050-4826 	 tanácsadói@légtér
1492051-4826 	 ellenőrzött@légtér
1492058-4826 	 engedélyhatár
1492061-4826 	 utazómagasság
1492066-4826 	 repülési@terv
1492071-4826 	 légiforgalmi@tájékoztató@kiadvány
1492076-3226, 4826 	 tanácsadói@útvonal
1492078-3226, 4826 	 légiforgalmi@tanácsadó@szolgáltatás
1492086-4826 	 földi@látástávolság
1492087-4826 	 repülési@látástávolság
1492094-4826 	 különleges@VFR-repülés
1492098-4826 	 irányítói@körzet
1492100-4826 	 korlátozott@légtér
1492105-3226, 3236 	 széles@sávú@hozzáférés
1492310-3226 	 Ethernet
1492353-3236 	 központi@vezérlő
1492478-3226, 3236 	 kimazsolázás
1492534-3226, 3236 	 sávszélesség
1492567-3226 	 földfelszíni@cellás@mobiltávközlési@hálózat
1492574-3226 	 mozgóállomás
1492575-3226 	 frekvenciaelosztás
1492578-3226 	 közvetlen@műsorszórás
1492585-3226 	 Ka-sáv
1492586-3226 	 Ku-sáv
1492594-3226, 3236, 3606, 6826 	 pont-multipont
1492607-3226 	 csak@vételre@szolgáló@földi@állomás
1492657-6831 	 városiasodás
1492667-2846 	 városhalmaz
1492698-6831 	 övezeti@terv
1492784-6831 	 helyi@építési@szabályzat
1492906-2846, 6831 	 földhasználat
1492991-16 	 primer@szektor
1492998-16, 1621 	 szekunder@szektor
1493009-16, 6831 	 tercier@szektor
1493055-4816, 66 	 töltőállomás
1493107-3606, 52 	 talajvédelem
1493150-1016, 12, 16 	 szabad@letelepedés
1493199-2816 	 eltartottak
1493465-2841 	 fertőtlenítés
1493505-2841 	 bulbus@penis
1493573-3606, 52 	 aerob@bomlás
1493574-3606, 52 	 anaerob@rothasztás
1493666-3606, 6821 	 aberráció
1493687-2841 	 kiadás
1493907-6811 	 abszorbens
1493908-6811 	 abszorber
1494209-2841 	 vakbél
1494309-2841 	 elülső@szemcsarnok
1495135-3606, 6411 	 pszichrométer
1495187-2841 	 aszténia
1495325-2841 	 ataxia
1497499-3606 	 optikai@rács
1497745-6021 	 sörlé
1497856-2841 	 bilirubin
1497970-2841 	 subcorticalis@arterioscleroticus@encephalopathia
1497991-5206 	 bioszűrő
1497999-3606 	 biogeokémia
1498024-3606 	 biolumineszcencia
1498034-1631, 2841, 3606 	 biostatisztika
1498117-5631 	 vérzéses@septikaemia
1498684-2841 	 látótér
1498722-2841, 5631 	 vak-passzázs
1498858-2841 	 rejtett@vér
1498870-2841 	 vérkenet
1498931-2841 	 véralvadási@idő
1498964-2841 	 vérsejt
1499378-2841 	 erősítő@adag
1499524-2841 	 sclerosis@tuberosa
1499659-2841 	 bradycardia
1499676-2841 	 bradipnoé
1499733-2841 	 égési@pörk
1499960-2841 	 binokuláris@nagyító
1500386-2841, 3606 	 híd
1500723-3606 	 bulbus@arteriosus
1500728-2841 	 szaglógumó
1501048-6016 	 vaj
1501184-2841, 5631 	 rákos@mirigydaganat
1501237-2841 	 összetapadás
1501268-2841 	 adnexum
1501401-6811 	 éter
1501468-2841, 6811 	 kötési@affinitás
1501947-6811 	 lúgosság
1502262-2841 	 Alzheimer-kór
1502336-2841 	 aminosavsorrend
1502352-6811 	 ammónia
1502500-2841, 6811 	 keményítő
1502834-2841 	 anencephalia
1503045-2841 	 angiotenzin
1504037-2841, 6811 	 ásványmentesített@víz
1504760-2841 	 szemfenék
1504958-2841, 5631 	 Q-láz
1505327-3606 	 gyökér
1505366-6016, 6036 	 finomítás
1505464-2841 	 crepitatio
1505573-6811 	 racém@elegy
1505585-6811 	 reagens
1505586-6811 	 kémcsõ
1505602-6811 	 reaktivitás
1505683-2841 	 végbél
1505715-2841, 6411, 6811 	 porított
1506221-2841 	 kisagy
1506224-2841 	 cerebrospinális
1506226-2841 	 nagyagy
1506280-2841, 5631 	 (rá)fertőző@vírus
1506377-2841 	 Charcot@-@Marie@-@Tooth@-@betegség
1506528-2841 	 kötőhártya-vizenyő
1506598-2841, 3606 	 kiméra
1507235-2841 	 dyschondroplasia
1507487-3606 	 kromatid
1507496-6811 	 kromatogram
1507524-2841, 5631 	 kromogén
1507683-2841 	 heg
1508216-2841 	 vastagbél
1508415-2841 	 konfluens
1508508-2841 	 bulbocavernosus@izom
1508556-6811 	 Conway-küvetta
1508656-2841 	 szaruhártya
1508661-2841 	 nem@átlátszó@szaruhártya
1508732-2841 	 corpus@callosum
1508767-2841, 3606 	 sárgatest
1508968-2841 	 bulbourethrális@mirigy
1509417-2841 	 von@Hippel-Lindau@szindróma
1509953-2841 	 scleroderma
1510090-5206, 6816 	 dezintegrátor
1510136-3606 	 fibroblaszt
1510145-2841 	 hámlás
1510190-6811 	 mosó-@és@tisztítószerek
1510595-2841 	 hasmenés
1510906-2841 	 elkülönítő@kórisme
1511024-2841 	 tágulás
1511046-2841, 6811 	 hígítás
1511209-2841 	 állandó@katéter
1511300-2841 	 gyengeség
1511499-2841 	 szőrhiány
1511815-2841 	 demencia
1511929-3206, 3611 	 kritikus@gondolkodás
1512457-2841 	 ondóvezeték
1513086-2841 	 szívritmuszavar
1513322-2841, 3606 	 boncolás
1513399-4426 	 fegyelmi@eljárás
1513412-2841 	 ozmotikus@diuresis
1513732-2841 	 háti
1513757-2841 	 dózis
1513761-2841, 3606, 6621 	 effektív@dózis
1513765-2841, 5631 	 halálos@adag
1513870-6811 	 Grotthaus@–@Draper-törvény
1514090-2841 	 tüsző
1514852-2841, 5631 	 fogékonyság
1515168-2841 	 endotélium
1515570-2841 	 encephalocele
1515670-2841 	 epidermisz
1515764-2841 	 epilepszia
1515821-2841 	 mioklónusos@epilepszia
1515986-2841 	 felhámsejt
1516078-3606 	 genotípus
1516256-2841 	 fáradtság
1516416-2841 	 fulladás
1516420-2841 	 elsődleges@vakcinázás
1516529-2841 	 eritroblaszt
1516619-2841, 5631 	 vörösvértest
1516746-2841 	 Ewing-szarkóma
1516783-2841 	 exencephalia
1516956-3606, 5631 	 izzadmány
1517109-3606, 4826 	 űrséta
1517578-6811 	 vibrációs@elektromos@keverő
1517867-2841, 3606 	 festés
1519376-2841, 3606 	 fixálás
1519432-3606 	 zamat
1519518-2841 	 csillószőrrel@borított@hámszövet
1519714-2841 	 szőrtüsző
1520087-6811 	 frakcionálás
1520401-2841 	 korai@diagnózis
1520665-2841 	 diszfunkció
1520801-2841 	 fekély
1521301-2841 	 glans@penis
1521463-2841 	 gliózis
1521969-2841, 6811 	 gradiens
1522031-6411 	 granulálás
1522823-2841 	 hematokrit
1522986-2841 	 vérzékenység
1523020-2841, 5631 	 vérzéses@tünetegyüttes
1523043-2841 	 hemosztazeológia
1523108-2841 	 orvosi@felelősség
1523527-2841 	 húgyhólyag
1523634-2841 	 húgyúti@fertőzések
1523710-2841 	 tegmentum
1524244-3606, 5631 	 heterózis
1524435-2841 	 hilusok@körüli@rész
1524498-2841, 3606 	 bőrkorrózió
1524566-2841 	 dermatoma
1525040-2841 	 alternáló@hemiplegia
1525080-2841 	 agyfélteke
1525507-2841 	 agy
1525646-3606, 6811 	 hisztidin
1525662-2841 	 histiocytosis
1525685-2841 	 kórszövettan
1525725-2841 	 hőguta
1525822-2841 	 Hodgkin-lymphoma
